product_name,cost_low,cost_high,currency,min_order_quantity,unit,supplier_name,source_url
Aluminum/zinc die cast automotive part,0.10,0.99,USD,500,piece,Shenzhen Huarui Century Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Zinc_Die_Cast_Part.html
Aluminum/zinc die cast automotive part,5.00,10.00,USD,100,piece,Chongqing Shengpeng Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Zinc_Die_Cast_Part.html
Automotive AC pipe,12.00,39.00,USD,100,piece,NINGBO SANHE REFRIGERATION CO. LTD.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Condenser.html
Automotive AC pipe,15.00,30.00,USD,50,piece,Hangzhou Halomount Automotive Components Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Condenser.html
Automotive AC pipe,19.00,39.00,USD,100,piece,Shanghai Spb Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Condenser.html
Automotive cast part,0.90,9.90,USD,10,piece,Bestpro (Ningbo) Precision Manufacturing Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Casting.html
Automotive cast part,3.00,8.80,USD,10,piece,JiaXing Hongsteel Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Casting.html
Automotive cast part,0.80,1.70,USD,100,piece,Qingdao Jinchuan Precision Casting Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Casting.html
Automotive grease,1.48,2.15,USD,1000,kg,Puyang Xinye Chemical Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Grease_Lubricant.html
Automotive grease,1.80,2.00,USD,1000,kg,Petroking Petroleum Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Grease_Lubricant.html
Automotive grease,0.83,3.31,USD,1000,kg,Hebei Jingye Group Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Grease_Lubricant.html
Automotive interior LED component,0.45,0.55,USD,100,piece,B-King Lighting Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Interior_LED.html
Automotive interior LED component,1.50,2.60,USD,50,piece,Guangzhou Hexiangrun Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Interior_LED.html
Automotive interior LED component,5.50,7.24,USD,50,piece,Fitled Optoelectronic Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Interior_LED.html
Automotive powertrain part,2.00,10.00,USD,500,piece,Quanzhou Zixiang Hardware Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Powertrain_Part.html
Automotive powertrain part,5.00,20.00,USD,100,piece,Ningbo Yifei Machinery Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Powertrain_Part.html
Automotive powertrain part,3.00,5.00,USD,1,piece,Hebei Tenghu Machinery Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Powertrain_Part.html
Automotive rubber sealing part,0.08,0.10,USD,1,Piece,Cairong (Tianjin) International Trade Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Rubber_Seal_Part.html
Automotive rubber sealing part,0.10,0.90,USD,100,Pieces,Ningbo Boman Mechanical & Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Rubber_Seal_Part.html
Automotive rubber sealing part,0.001,0.10,USD,50,Pieces,Shenzhen Jiuhong Century Seal Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Rubber_Seal_Part.html
Autonomous logistics vehicle,19000.00,20000.00,USD,1,piece,Qingdao Ausense Intelligent Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/AGV_Vehicle.html
Autonomous logistics vehicle,6800.00,10000.00,USD,1,piece,Zhejiang Tongzhu Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/AGV_Vehicle.html
Autonomous logistics vehicle,4000.00,70000.00,USD,1,piece,Dongguan Rainbow Automation Equipment Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/AGV_Vehicle.html
Battery assembly production line,700000.00,850000.00,USD,1,set,Shandong Huiyao Laser Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Assembly_Line.html
Battery assembly production line,143892.00,176997.00,USD,1,set,Guangdong Songke Intelligent Equipment Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Assembly_Line.html
Battery assembly production line,110000.00,510000.00,USD,1,piece,Jiangsu Thinkmotion Intelligent Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Assembly_Line.html
Battery fireproofing material,5.00,34.00,USD,1,sqm,Skyboys (Hangzhou) Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Fireproofing_Material.html
Battery fireproofing material,19.00,19.00,USD,90,sqm,Nano Tech Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Fireproofing_Material.html
Battery fireproofing material,9.13,12.25,USD,1,sqm,Skyboys (Hangzhou) Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Fireproofing_Material.html
Battery insert molding part,8.00,8.00,USD,10,piece,Guangdong Engineering Plastics Industries (Group) Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Insert_Molding.html
Battery insert molding part,0.98,2.00,USD,10,piece,Zhongshan Hord Rapidtools Ltd,https://www.made-in-china.com/products-search/hot-china-products/Battery_Insert_Molding.html
Battery insert molding part,0.50,0.80,USD,500,piece,Jiangsu Maibo Intelligent Tech Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Battery_Insert_Molding.html
Battery pack sidewall,0.31,3.32,USD,20,piece,Dongguan Guanneng Automation Technology Development Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Structural_Part.html
Battery pack sidewall,3.00,5.00,USD,100,piece,Suzhou Yusibo Metal Products Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Battery_Structural_Part.html
Battery pack sidewall,1.51,1.53,USD,1000,kg,Zhejiang Zegota Precision Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Structural_Part.html
Battery structural part,0.31,3.32,USD,20,piece,Dongguan Guanneng Automation Technology Development Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Structural_Part.html
Battery structural part,3.00,5.00,USD,100,piece,Suzhou Yusibo Metal Products Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Battery_Structural_Part.html
Battery structural part,1.50,1.50,USD,200,piece,Ningbo Beilun Jiawei Machinery Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Battery_Structural_Part.html
Battery-grade lithium hydroxide,3.00,5.00,USD,1,kg,Hebei Runxuchen Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Grade_Lithium_Hydroxide.html
Battery-grade lithium hydroxide,3.00,5.00,USD,1000,kg,Gansu Huahui Chemical Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Grade_Lithium_Hydroxide.html
Battery-grade lithium hydroxide,7777.00,8888.00,USD,10,ton,Inner Mongolia Jingyichao Chemical Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Battery_Grade_Lithium_Hydroxide.html
Bearing,0.10,0.20,USD,1,Piece,Shandong Leicester Bearing Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Bearing.html
Bearing,0.42,1.37,USD,10,Pieces,Shandong Xinsheng Bearing Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Bearing.html
Bearing,2.00,2.80,USD,50,Pieces,Guangzhou Xunchi Auto Parts Manufacturing Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Bearing.html
Bellows,0.30,3.20,USD,100,Pieces,Hebei Hangyun Rubber Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Rubber_Bellows_Boot.html
Bellows,0.56,1.74,USD,1000,Pieces,Xiamen Kingtom Rubber & Plastic Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Rubber_Bellows_Boot.html
Bellows,0.90,2.00,USD,500,Pieces,Ruian Shengliang Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Rubber_Bellows_Boot.html
Bent pipe joint,0.10,1.00,USD,1000,Pieces,Shanghai G&T Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Bolt_Nut.html
Bent pipe joint,0.50,5.00,USD,200,Pieces,Hebei Changlian Rubber and Plastic Products Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Rubber_Bellows_Boot.html
Body panel,2.85,15.00,USD,5,piece,Guangzhou Qianzhou Automotive Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Body_Panel.html
Body panel,39.00,49.00,USD,30,piece,Guangdong Baosong Industry Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Body_Panel.html
Body panel,3.00,8.00,USD,200,piece,AISTEK (Suzhou) New Materials Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Body_Panel.html
Body reinforcement parts,24.00,25.00,USD,10,piece,Yiwu Chuanze Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Body_Reinforcement.html
Body reinforcement parts,42.00,43.00,USD,10,piece,Yiwu Chuanze Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Body_Reinforcement.html
Body reinforcement parts,100.00,250.00,USD,1,piece,Chongqing Yonghong Machinery Manufacturing Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Body_Reinforcement.html
Bolt / Nut,0.02,0.03,USD,5000,Pieces,Baoding Xiaoguo Intelligent Equipment Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Bolt_Nut.html
Bolt / Nut,0.03,0.28,USD,10,Pieces,Ningbo Luyou International Trade Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Bolt_Nut.html
Bolt / Nut,0.011,0.016,USD,1000,Pieces,Xi'an Viber Exp & Imp Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Bolt_Nut.html
Brake booster,2.00,45.00,USD,10,piece,Guangzhou Lingyue Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Brake_Booster_Vacuum.html
Brake booster,12.00,33.00,USD,2,piece,Rizhao Renhe Auto Parts Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Brake_Booster_Vacuum.html
Brake booster,27.00,36.00,USD,50,piece,Wenzhou Ideer Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Brake_Booster_Vacuum.html
Brake caliper,18.68,32.56,USD,20,piece,Rizhao Renhe Auto Parts Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Caliper.html
Brake caliper,10.00,20.00,USD,50,piece,Shandong Frontech Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Caliper.html
Brake caliper,7.00,9.10,USD,100,set,Wuhan Circle Star Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Caliper.html
Brake disc,5.00,12.00,USD,50,piece,Shandong Frontech Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Disc_Rotor.html
Brake disc,15.00,22.00,USD,10,piece,Qingdao Binke Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Disc_Rotor.html
Brake disc,10.00,50.00,USD,10,set,Wuhan Circle Star Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Disc_Rotor.html
Brake lining,0.99,1.88,USD,400,piece,Zhejiang Kooying Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Lining.html
Brake lining,1.00,3.00,USD,50,piece,BODA INTEL TECH (Nanjing) Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Lining.html
Brake lining,2.68,3.02,USD,200,set,FRICWEL AUTOMOTIVE LIMITED,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Lining.html
Brake master cylinder,8.00,25.00,USD,10,piece,Rizhao Renhe Auto Parts Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Brake_Master_Cylinder.html
Brake master cylinder,6.50,7.00,USD,300,piece,Ruian Dongye Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Brake_Master_Cylinder.html
Brake master cylinder,4.00,12.00,USD,100,piece,Wuhu GDST Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Brake_Master_Cylinder.html
Brake pad,4.00,6.00,USD,200,set,Guangzhou Baoli Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Pad.html
Brake pad,1.88,4.88,USD,50,set,Kingracing Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Pad.html
Brake pad,4.50,6.50,USD,50,set,Shandong Frontech Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Pad.html
Brake shoe,4.25,4.85,USD,100,set,Shandong Changxu Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Shoe.html
Brake shoe,1.30,3.30,USD,100,set,Xingtai Xinmanli Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Shoe.html
Brake shoe,2.80,3.00,USD,100,set,Wuhan Circle Star Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Automotive_Brake_Shoe.html
Brake wheel cylinder,3.37,3.37,USD,1,piece,Sino Pearl Industrial (Nanjing) Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Brake_Wheel_Cylinder.html
Brake wheel cylinder,2.00,3.00,USD,50,piece,Wuhu GDST Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Brake_Wheel_Cylinder.html
Brake wheel cylinder,6.00,8.00,USD,50,piece,Wenzhou Ideer Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Brake_Wheel_Cylinder.html
Breather vent,0.20,0.40,USD,1,Piece,Shanghai Shytger Industry & Trade Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Engine_Valve.html
Breather vent,0.45,0.50,USD,2,Pieces,Lietuvo International Incorporation,https://www.made-in-china.com/products-search/hot-china-products/Auto_Engine_Valve.html
Bumper fascia,10.00,30.00,USD,10,piece,Changzhou Dingfeng Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Front_Bumper_Cover.html
Bumper fascia,26.00,33.00,USD,3,piece,Danyang Xiatian Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Front_Bumper_Cover.html
Bumper fascia,37.00,39.00,USD,20,piece,Jiangsu Geling Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Front_Bumper_Cover.html
Busbar,4.50,7.00,USD,300,piece,Zhangzhou NEER New Energy Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/EV_Battery_Busbar.html
Busbar,1.10,10.00,USD,2,piece,Huizhou Jindu Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/EV_Battery_Busbar.html
Busbar,0.30,5.00,USD,100,piece,Wenzhou High Fun Electronic Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/EV_Battery_Busbar.html
Bush,0.09,0.21,USD,500,Pieces,Shanghai Dongzhiding Rubber & Plastic Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Rubber_Seal_Part.html
Bush,0.10,0.30,USD,100,Pieces,Qingdao J & K Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Rubber_Seal_Part.html
Bush,0.02,0.80,USD,100,Pieces,Ningbo Boman Mechanical & Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Rubber_Seal_Part.html
CNC machined aluminum part,3500.00,4500.00,USD,1,ton,Lvya (Xiamen) Trading Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/CNC_Machined_Aluminum.html
CNC machined aluminum part,2800.00,3000.00,USD,5,ton,Shanghai Reliance Alloy Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/CNC_Machined_Aluminum.html
CNC machined aluminum part,2.90,3.50,USD,500,kg,Zhangjiagang Dayang Aluminium Industry Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/CNC_Machined_Aluminum.html
CNC machined part,0.10,0.10,USD,100,piece,Xiamen HYM Precision Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/CNC_Machined_Part.html
CNC machined part,0.50,6.00,USD,1,piece,Yantai Tuomax Metal Product Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/CNC_Machined_Part.html
CNC machined part,4.99,6.99,USD,10,piece,Suzhou Provence Industrial Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/CNC_Machined_Part.html
Car navigation,6.00,10.00,USD,1,piece,Shenzhen Lantong Precision Technology Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Car navigation,0.70,6.00,USD,20,piece,Wuxi Hannah Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Car navigation,1.00,5.00,USD,1,piece,Shenzhen Jiahao Xinda Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Central locking controller,4.74,6.13,USD,1,piece,Colpoint Technology Limited,https://www.made-in-china.com/products-search/hot-china-products/Keyless_Entry_System_Car.html
Central locking controller,0.05,0.05,USD,1,piece,SHENZHOU CITY SANSHI RUBBER CO. LTD.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Central locking controller,0.10,1.00,USD,1,piece,Wuxi Gelanten Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Chassis / Frame,55.00,2000.00,USD,1,piece,Neijiang Phoenix Automobile Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Chassis_Frame.html
Chassis / Frame,100.00,300.00,USD,10,piece,Chongqing Huizheng Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Chassis_Frame.html
Clutch assembly,2.75,10.00,USD,100,piece,Sichuan Mighty Machinery Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Assembly_Kit.html
Clutch assembly,31.00,35.00,USD,1,piece,Guangzhou Shanhai Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Assembly_Kit.html
Clutch assembly,11.50,13.00,USD,1,piece,Hebei Fensu Power Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Assembly_Kit.html
Clutch cover,10.50,12.50,USD,10,piece,Guangzhou Babi Hu Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Cover_Pressure_Plate.html
Clutch cover,5.00,30.00,USD,10,piece,Guangzhou Jinyu Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Cover_Pressure_Plate.html
Clutch cover,4.50,5.00,USD,200,piece,Zhejiang UTS Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Clutch_Cover_Pressure_Plate.html
Coating separator,2.00,2.00,USD,1,sqm,Shandong Gelon Lib Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Coating_Separator_Lithium_Battery.html
Coating separator,11.50,12.00,USD,1,sqm,Dongguan Gelon Lib Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Coating_Separator_Lithium_Battery.html
Coating separator,0.10,0.10,USD,500,sqm,Jieshou Tianhong New Material Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Coating_Separator_Lithium_Battery.html
Cold forged part,0.30,0.90,USD,1000,piece,Jiaxing Goshen Hardware Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Cold_Forged_Part.html
Cold forged part,0.10,5.00,USD,1000,piece,Longyan Changtong Machinery Equipment Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Cold_Forged_Part.html
Cold forged part,3.35,10.35,USD,1,piece,Qingdao Compass Hardware Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Cold_Forged_Part.html
Connected vehicle platform,65.00,71.00,USD,1,piece,Aipsi (Huzhou) Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Compressor.html
Connected vehicle platform,100.00,200.00,USD,1,piece,Hangzhou Meisu Automotive Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Compressor.html
Connected vehicle platform,40.00,120.00,USD,4,piece,FS DynaChill Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_AC_Compressor.html
Control cable,1.00,5.00,USD,20,Pieces,Guangzhou Lingyue Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Control_Cable.html
Control cable,0.50,8.00,USD,500,Meters,Anhui Changlu Special Cable Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Control_Cable.html
Control cable,1.30,1.50,USD,100,Pieces,Qinghe Julong Vehicle Fittings Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Auto_Control_Cable.html
Die cast machined part,0.90,9.90,USD,10,piece,Bestpro (Ningbo) Precision Manufacturing Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Part.html
Die cast machined part,0.40,1.00,USD,1,piece,Suzhou Yishihan Electromechanical Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Injection_Mold_Auto_Part.html
Die cast machined part,0.50,1.00,USD,1,piece,QINGDAO XINGHEXING PRECISION INDUSTRY CO. LTD,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Part.html
Die cast part,0.50,1.00,USD,1,piece,QINGDAO XINGHEXING PRECISION INDUSTRY CO. LTD,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Part.html
Die cast part,2.10,2.50,USD,100,kg,NINGBO QS MACHINERY INC.,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Part.html
Die cast part,0.90,9.90,USD,10,piece,Bestpro (Ningbo) Precision Manufacturing Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Aluminum_Die_Cast_Part.html
Die casting machine spare part,55.00,60.00,USD,1,piece,Bengbu Long Hua Die Casting Machine Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Die_Casting_Mold.html
Die casting machine spare part,120.00,120.00,USD,1,piece,Zhongshan Shengerfu Hardware Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Die_Casting_Mold.html
Die casting machine spare part,6600.00,6700.00,USD,1,piece,Bengbu Long Hua Die Casting Machine Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Die_Casting_Mold.html
Die casting mold,5000.00,20000.00,USD,1,set,FOSHAN SYMBOS PRECISION MOULD CO. LTD,https://www.made-in-china.com/products-search/hot-china-products/Die_Casting_Mold.html
Die casting mold,10000.00,100000.00,USD,1,set,Ningbo Ganyee Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Die_Casting_Mold.html
Die casting mold,3000.00,3000.00,USD,1,set,Shenzhen Smart Mold Technology Limited,https://www.made-in-china.com/products-search/hot-china-products/Die_Casting_Mold.html
Door drive,5.00,5.00,USD,50,piece,Zhongshan Nengtong Electromechanical Equipment Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Power_Window_Motor.html
Door drive,38.00,38.00,USD,100,piece,Olang Technology (Changzhou) Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Power_Window_Motor.html
Door drive,41.00,68.00,USD,10,piece,Guangzhou Tomaster Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Power_Window_Motor.html
Door lock,5.00,11.00,USD,10,piece,Beijing Jiapin Ruitong Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Door_Lock.html
Door lock,35.00,40.00,USD,5,piece,Guangzhou Qianzhou Automotive Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Door_Lock.html
Door lock,6.00,10.00,USD,50,piece,Jinan Zhixing Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Door_Lock.html
Door lock parts,4.60,5.20,USD,50,piece,Hangzhou Aelwen Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Door_Lock_Actuator.html
Door lock parts,6.00,7.20,USD,10,piece,Guangzhou Fengming Auto Parts Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Car_Door_Lock_Actuator.html
Door lock parts,15.90,17.90,USD,20,piece,IDO GROUP CO. LTD.,https://www.made-in-china.com/products-search/hot-china-products/Car_Door_Lock_Actuator.html
Door trim,5.00,6.00,USD,50,piece,Yiwu Chuanze Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Door_Trim_Panel.html
Door trim,5.20,8.80,USD,10,piece,Changsha Shangdi E-Commerce Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Car_Door_Trim_Panel.html
Door trim,5.72,6.24,USD,20,piece,Lietuvo International Incorporation,https://www.made-in-china.com/products-search/hot-china-products/Car_Door_Trim_Panel.html
Drive motor,480.00,765.00,USD,1,piece,Golden Motor Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/EV_Drive_Motor.html
Drive motor,698.00,4141.00,USD,2,piece,Xiamen Fugong EV Tech Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/EV_Drive_Motor.html
Drive motor,34.50,44.00,USD,1,piece,Jiangsu Jujie Electromechanical Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/EV_Drive_Motor.html
Drive motor housing,0.50,2.00,USD,100,piece,Changzhou Mydays Energy Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Drive_Motor_Housing.html
Drive motor housing,30.00,40.00,USD,1,piece,Chongqing Huizheng Machinery Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Drive_Motor_Housing.html
Drive motor housing,5.40,86.00,USD,1,piece,Shanghai Matech Machinery Manufacture Corporation Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Drive_Motor_Housing.html
Dry clutch,6.00,9.00,USD,100,piece,Qinghe Zl Auto Parts Co. Ltd,https://www.made-in-china.com/products-search/hot-china-products/Dry_Clutch_Disc.html
Dry clutch,5.00,6.00,USD,50,piece,Xiamen Monake Import and Export Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Dry_Clutch_Disc.html
Dry clutch,8.00,12.00,USD,10,piece,Guangzhou First Jun Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Dry_Clutch_Disc.html
Dry separator,1.00,8.00,USD,1,roll,Zhengzhou Depu Technology Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Dry_Separator_Lithium_Battery.html
Dry separator,0.10,0.10,USD,500,sqm,Jieshou Tianhong New Material Co. Ltd.,https://www.made-in-china.com/products-search/hot-china-products/Dry_Separator_Lithium_Battery.html
